"DroppedBlockedCalls","CustomerCareCalls","OverageMinutes","MonthlyRevenue","MonthlyMinutes","PercChangeMinutes","PercChangeRevenues","MonthsInService","CreditRating_num","Churn_flag"
0,0,0,31.02,2,-2,-1,46,1,1
37.7,1.3,2,50.99,904,-54,0,48,3,1
2,0,0,34.19,280,-6,0,50,3,0
2.3,0,0,42.44,121,-75,-1.5,46,1,0
6.7,0.3,75,73.45,559,-97,-23.4,44,1,0
1,0,13,30.86,114,-17,-4.9,44,1,1
3,0,0,36.88,148,-80,-7.4,50,1,1
11,6.7,0,35.24,421,111,0.7,46,2,0
0,0,7,26.94,20,2,-1.2,48,1,1
4,0,0,71.5,246,102,-0.2,50,1,1
2.3,0,0,51.22,114,-26,-1.2,44,1,1
0,0,0,33.52,9,-9,-0.3,44,1,0
1.7,0,0,10.1,19,-19,-0.1,46,1,0
1.7,0,0,17.14,11,7,-0.2,44,1,0
2.3,0,0,28.89,181,-63,-11.2,50,1,0
1.7,0,0,31.48,96,-10,-0.5,50,1,0
0,0,0,17.62,28,-6,0,50,1,0
1.3,0,0,32.81,36,-2,-0.3,48,1,0
0.3,0,0,30,19,-3,0,46,1,0
9.7,0.7,80,64.17,324,-34,-10.2,48,3,0
14,2.7,264,160.95,1368,-78,-15.1,44,1,0
0.7,0,0,29.99,25,58,0,46,1,1
4.3,0,0,88.5,203,94,0.5,46,3,1
33.3,0.7,421,258.39,3459,-190,-57.9,44,1,1
5.7,0,0,30.82,183,-7,0.4,46,1,1
84.7,2,561,291.26,5053,-355,-25.8,48,1,0
5,1.3,185,49.4,321,-107,3.6,46,1,1
4.7,1.3,13,68.83,424,39,14.8,46,3,1
37.7,0.3,28,94.85,1444,-104,-11,48,6,0
11.7,0.7,10,87.73,1274,122,6.3,50,5,1
3.7,0,0,107.61,238,141,30.4,44,1,1
27,0,0,112.58,797,-75,-37.2,48,3,0
19,0.3,72,63.12,1070,138,19.1,48,1,0
3.7,1.3,5,46.25,732,-16,-1.2,48,4,0
3.3,1,0,30,12,7,0,50,1,1
4,0,134,68.42,638,102,19.8,44,1,0
4.7,0,34,54.62,308,12,-14,50,1,0
6,0,0,39.79,236,43,-1.9,48,1,1
3.3,0,0,24.99,33,17,0,46,1,0
10,0,0,82.79,801,-281,0.4,48,4,1
2.3,0.7,0,33.24,24,-8,0,46,3,0
4.3,0,57,53.65,322,42,-13.7,48,3,0
17.3,0,57,100.67,1204,626,44.2,50,1,0
14,0,0,86.24,706,46,-1.2,48,2,0
8.3,0.3,4,65.58,673,-174,-11.3,46,1,0
11,0.3,57,46.99,336,214,51.3,48,1,0
11,0.7,0,59.99,205,37,0,50,4,0
2.7,0,21,29.74,106,-86,-11.8,46,1,0
4.7,0,32,43.37,473,-141,-9.6,44,1,0
0,0,1,31.2,172,80,1.4,50,1,0
7.3,3.7,3,31.05,307,52,3.1,46,1,0
8.3,0,47,45.18,304,-22,-16.7,48,1,0
0,0,203,148.33,867,19,-70.1,46,5,0
3,0,0,30.25,115,-9,0.7,50,1,0
9,5.3,2,30.87,390,-4,-0.9,44,1,0
4,1.3,0,63.77,277,-89,-11.6,44,1,0
0.7,0,0,33.56,4,-4,-0.3,50,1,1
1,0,0,30.24,35,10,-0.2,46,3,0
17,31,0,84.12,1378,-23,-29.1,44,4,0
2.3,0,191,105.36,423,-94,-33.6,50,1,1
0,0,0,30,21,-9,0,50,1,0
12.3,0.3,154,146.05,1237,100,13.3,48,1,0
0,0,272,144.24,592,828,183.9,50,1,1
5.7,1.3,134,124.2,433,-209,71.7,50,1,0
1.7,0,6,34.51,267,-44,-4.5,44,1,1
2,0,0,30.24,190,-2,0.7,50,1,0
8.3,0,5,84.14,886,176,0.1,44,3,0
6,0,3,95.58,385,78,3.6,46,6,0
43,0,0,82.74,968,445,12.3,48,1,0
21.7,0.7,0,81.62,1270,-53,-1,50,4,0
22.7,16,8,56.19,1585,275,3.1,44,3,0
0,0,0,20.25,1,0,0,46,1,0
5.7,0,0,50.65,410,-103,-0.3,44,1,0
1,0.7,0,55.44,233,-69,-1.4,44,3,0
13,0,252,111.95,1080,96,44.5,50,4,0
2.3,0.3,0,75.91,281,40,-0.9,44,1,0
0,0,0,30,0,0,0,50,1,1
1.3,0,0,31.01,56,-6,-1,44,1,0
1.3,0,15,23.05,52,2,1.4,48,1,0
14,0.3,19,95.31,888,44,-25.1,43,3,0
36,1.7,45,101.3,1286,-147,-88.6,48,2,0
0,0,0,5,0,0,0,46,1,0
3.7,0,3,52.32,378,-93,-1.3,43,1,1
5.3,0,0,51.24,438,-66,-0.2,49,1,0
2,0,0,35.48,325,-99,0.5,45,1,0
0,0,37,36.29,90,102,19.6,49,1,0
2.3,0,0,40.05,553,236,4,43,3,0
9,0,40,47.96,444,-1,1.1,43,3,1
12.3,0,42,96.77,1677,-69,1.9,45,3,0
14.7,0.7,0,108.36,746,-144,-10.5,43,6,0
2,0,0,35.09,102,20,-0.1,47,3,0
0,0,0,59.95,0,0,0,45,1,1
14,9,8,38.8,652,-59,-1.8,47,6,0
0,0,5,36.89,341,49,3.3,49,1,0
16.7,0,48,63.62,1144,149,0.9,47,3,1
16.7,0.3,98,90.56,1004,-182,-29.5,45,1,0
10.3,0.3,41,51.59,912,202,2.7,43,6,0
0,0,0,12.61,0,0,-13.2,49,5,1
0.3,0,0,21.45,3,-3,-1.5,45,1,0
1,0.3,0,30.27,108,-49,-0.3,43,1,0
2,0.3,0,31.45,78,-78,26.5,43,1,1
21,12,0,34.99,884,120,0,45,1,0
7.3,4.7,13,53.89,845,-84,-3.9,45,1,0
11,0.7,0,101.65,1028,120,2.6,45,5,0
7,0.7,0,82.76,1077,-69,-5.8,43,4,0
2.3,0,0,30.62,131,-67,-0.6,45,3,1
6,0,178,103.5,698,-40,-9.6,49,4,1
8.7,0,0,42.49,143,-49,0,45,6,0
22.7,0,246,153.27,761,-495,-101.9,47,3,1
10.7,0,8,106.55,992,-53,-5.6,49,4,0
5.7,0,0,62.9,389,36,43.9,47,3,0
0.7,0,0,35.51,15,-4,-0.6,43,1,1
7,0,32,89.76,1170,14,16.6,45,1,0
0,0,0,30.25,1,2,0.8,47,6,0
6.3,5,9,57.01,354,-70,-17,43,1,1
7.7,0,0,50.24,396,-72,-0.2,47,4,1
18,2.7,8,66.61,826,-376,-8.7,43,1,0
5,0.7,115,94.59,828,-19,-14.7,45,1,0
8,0,6,53.73,324,2,41.9,49,4,0
15,0,0,33.98,212,-34,2.2,49,1,1
2,0,96,49.65,126,42,11,47,1,0
0.3,0,0,19.95,10,6,0,45,1,0
21,0.7,1,35.73,421,-162,-6.2,47,3,0
16,0.7,187,124.48,1320,-166,-26.2,49,2,0
0,0,0,30.18,116,10,-0.2,47,4,1
2,0,0,60.51,108,34,-0.5,47,3,0
0,0,0,34.98,1,-1,0,49,1,0
17.3,0.3,0,159.53,1618,-329,-4.3,45,1,0
12.7,0.3,0,93.25,1473,-343,-15.1,43,1,0
1,0,2,13.9,36,22,4.1,47,1,0
15,0,26,78.04,366,-110,-36.4,43,3,0
42.3,0.7,0,291.57,2940,-506,-69.1,47,1,0
4,1,18,42.45,327,236,21.3,49,4,0
5,0.3,68,61.19,206,-25,-23.7,43,1,0
2.7,0,0,38.55,246,122,-0.3,43,4,0
0,0,0,31.24,46,-2,-0.2,49,1,0
1,0,0,34.09,95,23,-4.1,43,1,0
8,0.3,0,32.78,195,-60,-1.8,43,3,1
8,0,251,137.31,953,353,72.6,47,3,0
21.3,0,0,85.56,826,-231,-10.6,49,2,0
1,0,0,35.74,48,-9,0,49,1,0
0,0,0,30,9,7,0,47,1,0
0.7,0,0,33.76,167,-52,-0.5,43,1,0
9.7,2.7,18,96.54,1397,9,19.3,47,3,0
30,2,2,60.59,1127,138,-0.6,47,1,0
5.3,0,0,42.96,272,-72,3.9,49,1,0
4.7,0,0,51.93,434,-64,9.8,45,1,0
6.3,1,0,31.75,112,30,1.2,43,1,1
13.3,1.3,74,105.09,1165,-136,-19.8,49,6,0
24,0,0,76.58,904,42,-0.6,43,4,0
6,0,364,161.16,920,-290,-82.2,49,1,0
1,0,0,43.49,45,-9,-3.5,45,1,1
12.7,0.3,171,103.27,360,20,-38.1,43,1,1
25,0.7,18,42.83,344,-86,-7.5,49,6,0
4.3,0,0,44.49,200,142,0,45,3,0
23.7,0,121,107.03,1631,47,10.4,45,1,0
0,0.3,17,24.57,48,-27,-4.3,43,1,0
33.7,21.3,0,70.13,1482,-494,-24,49,3,1
18,0,0,43.32,340,-253,-5.1,49,1,1
42,8.3,8,77.67,1191,203,-2.7,43,1,0
7.3,2.7,0,29.99,406,24,0,45,1,0
0.7,0,0,25.23,14,6,-0.2,43,1,0
11.7,0,70,41.6,412,-145,-28.3,49,3,0
1.3,0,38,39.12,366,-89,-13.1,47,1,1
1,0.3,9,23.23,40,-22,-3.3,45,1,0
0,0,0,43.9,37,-18,-0.5,43,6,1
1,0,0,30.27,45,-4,-0.3,43,1,0
2.7,0,0,49.97,202,-161,-2.5,45,1,0
11,0.7,28,83.86,1050,375,23.6,47,3,0
3.3,2.3,0,34.99,315,-140,0,45,1,0
1.7,1.3,0,26.02,258,112,-1,49,1,0
0,0,4,43.23,309,305,4.9,49,1,0
24,2.7,5,51.99,772,139,-2,49,3,0
18,0,189,113.94,750,-156,-46.1,45,1,1
0.7,0,0,30.52,78,20,-0.5,43,1,0
16.7,3.7,10,45.86,600,-3,-42.9,47,3,1
3,0,26,46.2,222,-6,-2.3,47,1,0
16.3,0.7,603,236.91,2028,152,14.3,45,3,0
3.3,0,0,31.62,135,20,2.9,47,1,0
2.7,0,0,20,15,1,0,49,1,1
2,0,0,47.96,242,-30,-8.3,43,1,0
1,0,0,29.99,41,116,0,45,2,0
18,1,0,75.9,1257,-297,-0.2,45,3,1
4.3,0,0,42.87,308,-8,-0.4,43,1,0
0.7,0,0,30.77,32,-8,0.2,43,1,1
7,4,12,45.95,802,-156,-4.7,47,3,0
50,0,0,152.72,1210,-162,2.3,45,3,0
3,0,0,35.07,94,3,-0.1,45,2,0
7.3,0,40,50.78,988,-50,-0.3,43,1,0
0.3,0,40,28.23,71,-13,-3,43,1,0
3,0,0,55.26,269,-45,0.5,47,3,0
14.7,0,0,159.25,1388,-113,-2.3,47,3,1
1.7,0,0,29.99,41,8,0,45,1,1
3,0,0,41.99,296,-174,-11.1,49,1,0
4.3,0,0,45,340,-60,0,49,1,0
105,1,58,98.83,2322,-1913,-97.8,49,4,1
3,0,68,44.2,311,-74,-12.2,45,3,0
5,0,17,34.61,376,-122,-4.6,43,1,0
0,0,0,29.99,217,-28,0,49,1,0
34.3,4.7,153,91.07,613,-120,-14.1,43,4,1
15,0,264,123.56,449,-239,-83.1,45,5,0
14.3,0,0,61.97,495,-136,2,45,1,0
4.3,1.3,0,30.16,168,-74,-0.2,47,3,1
1,0,0,32.27,59,-9,4.9,45,1,1
8,0,0,34.99,178,78,0,47,1,1
3.7,0,24,59.96,410,-2,-3,49,1,0
0,0,0,30.27,0,0,-0.3,43,1,1
10.3,5,0,79.78,1854,62,-0.8,45,1,0
7.3,0,4,36.81,354,-84,-1.8,49,1,1
14.3,4.3,24,58.22,731,164,8,47,1,0
2,0,28,50.9,613,93,-4.4,49,1,0
0,0,0,48.42,422,-46,-10.2,47,1,0
3.7,1.7,91,77.87,556,110,1.6,43,4,1
10.3,0.7,678,327.18,1207,6,20.8,49,4,0
16.7,0,160,87.16,319,60,11.7,43,1,1
1,0,3,10.78,75,-21,-0.8,43,1,1
5.7,0,177,94.57,505,-68,-16.9,45,1,0
3,0,0,50.45,120,8,-0.4,43,1,0
0.3,0,11,22.66,35,-25,-5.7,43,1,0
5.7,0,47,64.58,694,304,17.5,45,1,0
0,0,0,34.99,41,7,0,47,1,1
0,0,2,20.65,17,-13,-0.6,45,4,1
15.3,3,285,179.63,1008,78,35.8,43,3,0
0.3,0,0,19.99,4,0,0,47,4,0
4,0,0,30.26,240,-14,-0.3,43,3,0
11,0,0,35.76,247,-34,1.9,45,1,1
0,0,0,19.95,0,0,0,47,1,1
3.3,0,126,74.97,444,-13,-4.8,43,1,0
11.3,0.7,58,55.65,214,26,10.4,45,1,0
2.7,0,32,42.02,178,-40,-10.1,49,1,1
0,0,0,61.74,186,-43,-1.4,47,3,0
0,0,0,30.27,21,11,-0.3,43,4,1
7.7,0,8,64.01,376,279,10.7,47,1,0
1.3,1,0,25.09,72,-18,-0.1,45,3,1
0.3,0,6,11.54,9,-2,0.5,43,1,0
2.3,0,141,85.98,566,-66,-37,43,1,0
0,0,0,16.99,3,-3,0,49,3,0
0,0,0,16.95,4,-2,0,47,1,0
18,0,155,148.95,1516,483,57.6,45,3,0
0.3,0.3,0,30.61,9,-3,0.8,43,4,0
5.3,1.3,78,68.24,356,-196,-33.2,43,3,0
7.3,0,0,55.2,256,-44,-5.2,43,1,0
3,0,3,20.97,50,26,3.1,47,1,0
11,2.3,298,150.78,809,-64,5.9,45,1,0
3.3,0,0,38.24,670,-160,0,47,1,0
3,2.3,70,55.58,390,32,12.2,45,1,0
19,0,45,65.49,733,-65,-18,47,1,0
0.7,0,0,29.99,52,18,0,45,3,1
0,0,0,46.07,95,113,-0.4,43,1,0
4.3,0,258,96.91,462,-36,-8.9,47,1,0
13.3,0.3,51,120.22,1061,-42,-19.3,43,1,0
0.3,0,0,16.99,1,1,0,47,1,0
1.7,0,69,45.56,102,0,0.7,45,4,1
6.3,0.3,4,34.59,380,-56,-1.4,45,1,0
1.7,0,0,35.34,184,48,0.6,49,1,0
5.7,0,0,50.44,524,115,-0.4,43,1,0
2.3,0.7,154,102.34,444,86,5.3,43,1,0
1,0,78,57.96,242,26,2.4,43,1,0
5.3,0,34,88.28,493,175,18.5,45,1,0
1.3,0,7,34.79,76,-76,-2.8,47,1,1
8,0,0,34.99,222,318,0,47,1,0
5.3,3.3,1,31.44,152,36,1.3,43,1,1
31.3,0.7,198,109.34,468,440,59.7,43,3,0
5.7,0,0,30.26,46,-18,-0.3,49,1,1
1.3,0,0,42.87,61,-59,-0.4,43,1,1
3.3,0,6,32.27,248,99,6.8,45,1,0
15.3,8,3,36.67,925,155,2.5,45,1,0
1,0.3,0,12.76,66,-66,-12.8,49,1,1
1.7,0.7,0,30,220,-71,0,47,1,1
0.3,0,0,30.27,75,-16,-0.3,43,1,0
0.3,0.3,1,21.31,21,-3,-0.3,43,1,1
0,0,0,5,0,0,0,45,1,0
0,0,24,24.94,40,-38,-4.9,45,1,0
5.7,2.7,27,44.8,223,-182,-50.4,46,6,0
13,0,0,59.23,600,424,-9.2,45,1,0
7,1.7,0,63.78,424,104,-0.5,42,3,0
0,0,0,17.14,0,0,-0.2,42,1,0
0,0,0,25.18,14,-5,-0.2,42,1,1
10,1.7,0,52.96,266,157,28.3,42,4,0
0,0.3,12,30.44,137,-98,-30.4,46,1,0
2,0.3,0,24.73,63,102,-14.1,46,4,0
16,6.7,0,36.51,1226,6,-0.5,42,3,0
19.7,3.3,382,174.35,2670,-1188,-97.4,44,1,0
9.3,2,0,80.34,350,47,-20.3,48,3,0
10.7,0,45,82.15,428,-220,-11.8,42,1,0
2.3,0,25,62.22,718,-6,-9.1,44,1,1
2.3,0,0,38.98,75,26,1.9,48,1,0
11.7,0,0,60.16,572,174,-3.6,44,1,0
1.7,0,17,21.8,17,10,10.2,42,1,1
3,4.7,0,30,82,8,1.9,48,3,1
14,0.3,0,45,532,66,0,44,1,0
7,0,0,50.69,474,-125,-0.7,42,4,0
2.7,0,12,35.39,319,165,12.1,42,6,0
4.3,0,12,87.67,737,-270,-7.7,44,1,0
29.3,3.7,120,107.42,1870,-770,-7.4,42,1,0
5,0,44,48.93,517,-172,-48.9,44,1,0
10.7,0,182,105.09,722,-110,-32.3,46,1,0
0.7,0,0,31.84,87,-15,4.5,42,1,0
14,1.7,0,10,448,-186,0,46,1,0
4,0,0,50.19,435,-87,0.6,44,1,0
3.3,0,0,14.06,30,-11,-0.4,44,3,0
0,0,0,17.14,0,0,-0.2,42,1,1
4.3,0,0,37.1,71,35,-7.1,42,1,1
1,0.3,0,32.07,70,-48,-1.2,46,3,0
11.3,1,153,110.78,954,-180,-43.9,46,3,0
10,0,3,85.31,224,10,-19.8,44,2,0
4.3,0,0,55.95,304,-19,0.6,42,1,0
13,0,0,132.79,1100,288,-15.8,44,1,0
24,0,18,63.84,754,-720,-63.8,42,1,0
8.3,0,179,107.06,698,9,4.5,44,1,0
1.7,0,0,37.15,112,-76,3.5,44,4,1
18,2.3,76,84.77,827,136,10.5,42,3,0
4.3,0,0,29.99,52,9,0,44,1,0
15.7,3.3,123,150.5,1658,131,17.5,46,1,0
11.3,4,280,135.13,711,-202,-57.8,46,1,1
0.7,0,32,32.21,53,-25,-9.7,46,1,0
26.7,0,1,77.41,846,-98,-2.4,42,3,1
5.3,0,0,42.93,167,-84,-12.5,46,3,0
0,0,0,30.1,2,-2,-0.1,44,4,1
2,0,0,42.23,66,-40,-9,44,1,1
0,0,0,4.75,0,0,0,44,1,0
21.7,0,0,161.49,1958,-114,-2.6,42,1,0
20.7,2.3,50,76.89,1256,-248,-33.6,44,2,0
0.3,1.3,0,18.41,29,-28,-2.3,44,1,0
11.7,0,120,87.39,669,183,16.4,48,3,1
9,0.3,0,78.48,753,-145,-0.5,46,1,0
22.3,0,0,179.07,1030,150,-18.1,46,3,0
21.3,0.3,13,40.78,372,-149,-2.8,46,1,0
13.7,2,8,56.77,518,11,3.2,44,2,0
2,0.3,28,40.07,81,-81,-10.1,42,1,1
14,0,0,76.67,886,78,-1.7,44,5,0
11,0,61,93.97,1016,-68,-14.1,46,4,0
43.7,3.3,529,213.96,2554,-298,-71,44,4,0
8.3,0.3,116,85.84,587,299,62.9,42,1,0
48,12.3,249,139.58,3098,-36,-22.1,42,1,0
25.3,2,232,181.75,1578,532,157.6,46,1,0
2,0,0,29.99,80,86,0,46,2,1
12.7,14,0,64.31,1638,-394,5.8,46,1,0
10.3,1,78,80.39,804,104,-21.6,46,1,0
13.3,1.3,72,71.45,511,-109,-21.4,44,3,0
10.7,0,0,63.37,951,183,15.6,48,7,0
0.3,0,2,17.5,16,-1,-0.5,44,1,0
15,0,8,59.77,490,7,-3.8,42,1,1
9.3,6,128,88.92,1130,8,2.5,44,1,0
0,0,0,42.5,10,10,-32.5,48,1,0
6,0,8,39.33,187,-86,-7.5,44,1,0
8.7,0,0,56.48,174,134,-1.5,46,1,0
14,0.7,32,84.76,1026,88,20.2,44,3,1
6.7,0.3,0,78.2,834,113,6.5,48,1,0
10.3,0,0,75,975,131,0,46,3,0
5,0,237,124.3,1317,299,57,48,3,0
0.3,0,0,10,6,0,0,46,1,0
0.3,0,20,55.29,180,-24,-4.8,48,1,0
1.7,0.3,10,31.14,176,-96,-3.2,48,1,0
11.3,0,163,86.71,580,-80,-24.3,46,4,1
27.3,22.3,0,39.99,806,-180,0,46,3,1
9.3,0.3,0,57.95,347,-326,-8,44,4,1
36.3,4,0,50.58,1159,-188,-0.2,46,1,0
2.7,0,0,11.24,166,-74,-1.2,44,1,0
3.3,0.7,170,83.58,438,-408,-67.6,42,3,0
1.7,0,0,50.49,231,-49,0.5,46,1,0
3.7,3,0,34.99,0,0,0,48,1,0
1.3,1,0,61.66,211,-10,-26.7,42,1,0
0,0,22,25.79,37,7,2.8,46,1,1
0,0,0,29.99,114,-30,0,46,1,1
23.3,1.3,0,63.73,566,-69,11.2,48,4,0
39,0,1037,261.83,3240,-642,-63.6,44,3,0
5,0,102,56.65,286,-282,-39.7,46,1,0
25,1,0,115.22,1576,-1348,-114.2,48,5,1
7.3,0.7,0,34.99,717,-90,0,48,1,0
9,0,13,95.64,946,-184,-4.9,46,7,0
7.3,0,214,118.15,716,37,11.5,44,1,1
30,1.7,99,123.98,1648,110,-24.4,48,3,0
2,1,0,37.26,307,30,-2.7,42,5,1
6.7,0,0,45.42,512,-175,-0.4,44,3,0
0,0.7,0,34.98,74,28,0,48,3,0
14.7,0.3,17,43.89,468,27,7,48,3,0
7,0,6,23.93,191,-83,-3,46,1,0
4.7,0,29,48.3,552,-64,-15.8,48,3,1
2.7,0,0,30.33,105,-41,0.3,44,1,0
54.7,0.7,288,93.64,662,-662,-88.6,44,1,0
0,0,0,33.36,384,-100,-2.4,44,1,0
0,0,18,24.48,30,-14,-5.1,48,1,0
11,0,169,83.44,697,-282,-50.9,48,1,0
8,11,1,61.35,960,218,-0.2,44,1,1
3.3,0,0,63.28,444,-64,-2.4,48,1,0
20,2,24,59.68,726,-726,-59.7,48,4,0
1.3,0,13,36.32,114,-74,-5.9,42,1,0
67.7,0.3,2976,793.05,4661,-2785,-524.1,48,4,0
20.3,0,0,110.87,1150,2,-3.4,48,1,0
20,0.3,18,56.23,686,-242,-2.4,46,1,1
0,0,0,16.99,0,0,0,46,1,1
1.3,0,1,30.28,20,-10,-0.3,44,1,1
4.3,0,0,34.99,92,18,0,48,1,1
0,0,0,50.09,1600,184,0.3,48,1,0
27.7,6,85,87.85,1129,-1129,-87.8,46,7,0
35.7,0,16,130.04,1180,-144,-12.2,42,2,0
14,11,38,39.54,1057,66,11.6,48,1,0
7,0,10,45.7,447,34,-8.1,44,3,0
0,0,0,17.14,6,-1,-0.2,41,1,0
17.3,0,104,92.36,1086,-52,-42.4,44,3,0
7,0,0,49.33,432,-256,-1.4,46,3,1
9.7,0.3,1,63.77,893,26,21,46,3,0
34,0,123,172.12,2241,-2104,-245.6,43,3,1
0.7,0.7,0,55.03,189,25,-3.1,41,1,0
0,0.3,0,30,14,-13,0,45,1,0
0.7,0,0,30.04,29,36,0.2,47,1,0
6,1,38,44.19,422,-5,-10.5,47,1,0
6.3,2.7,0,50.73,416,256,1.2,45,3,0
14,3,33,46.23,404,248,27.1,41,1,1
0,0,0,16.99,2,-1,0,47,1,1
3.3,0,0,34.99,316,-82,0,43,1,0
5.7,0,3,38.94,380,348,4.4,45,1,0
6.3,0.3,0,45.32,856,-856,-25.3,41,3,0
11.3,0,0,30.24,125,28,0.7,43,1,0
0,0,98,135.5,999,531,11.3,45,4,0
0,0,0,16.99,6,-6,0,45,3,0
6.7,1.3,111,96.12,673,-188,-38,47,1,0
4.7,0,0,35.73,348,66,0.2,45,1,0
13,0.3,210,144.05,1068,108,25.9,45,1,0
23.3,11.3,4,46.18,505,-32,-1,47,3,0
14.7,0,0,40.73,399,-59,-0.7,47,1,0
19.7,0,0,5.11,249,-6,5,41,1,0
5.3,0,7,61.9,596,48,-26.7,41,3,0
3.7,0,0,30.26,98,-72,-0.3,41,1,1
6.7,5.3,2,38.99,618,238,0,47,1,0
8.7,0.3,26,60.94,568,-17,-10.6,41,3,0
4,0.7,0,73.72,735,5,-0.5,47,1,0
3.3,1,23,50.65,154,-154,-9.4,45,3,1
19.3,2,0,151.49,2452,501,-0.5,47,3,0
2,0,0,31.84,198,-21,-0.3,41,3,0
0,0,0,17.14,1,-1,-0.2,41,1,0
1,1.7,44,45.31,72,-56,-23.3,43,1,0
0,2.3,0,30.26,37,-15,-0.3,41,1,1
1,0.3,10,27.34,42,-36,-4.1,45,1,1
0,0,0,30.25,113,7,0.4,43,4,0
2.7,0,84,59.91,202,44,8.5,41,1,1
1,0.3,0,36.5,54,-12,-0.3,41,4,1
1.7,0,12,24.76,45,12,2.6,41,3,1
1.7,0,16,43.38,255,112,19.2,47,1,1
1,0,0,29.99,345,-76,0,43,1,0
54.7,8.7,900,420.39,2734,593,242.6,45,5,0
5.7,0,11,33.59,245,68,7.7,41,1,1
17.7,0,0,163.44,1871,-197,-9.2,43,3,0
13,0,105,73.14,533,61,37.7,45,4,1
11.3,1.3,30,46.73,768,-768,-11.7,43,1,0
6.3,0,27,60.4,560,76,4.4,45,3,1
0,0,0,16.99,7,6,0,43,1,0
37.7,1,17,67.89,785,205,20.9,41,1,0
0.3,0.3,0,19.99,14,-1,0,45,1,0
1,0,0,34.99,291,31,0,47,3,0
4.7,4.7,18,47.08,339,67,-6.3,47,4,0
0,0.3,10,10.52,11,-7,-1,41,4,1
24.3,1,33,111.57,746,-303,138.2,41,1,0
0,0,0,19.99,0,0,0,43,1,1
13.7,5.3,195,162.36,1534,911,221.1,43,5,0
0.7,0,0,30,75,-45,0,45,5,0
0,0,0,56.48,4,-4,-1.5,45,7,0
30,3.7,26,54.16,656,-142,-54.2,45,3,1
3,0.7,38,61.04,338,-298,-21.1,45,5,0
0,0,0,50.44,0,0,-0.4,41,1,1
58,3.3,493,237.94,1852,165,202.2,45,3,0
10.7,0,39,50.27,404,134,32.2,41,4,0
8,0,140,150.35,1573,-20,-43.2,43,1,0
4.7,0,26,48.6,274,28,21.2,45,1,0
0,0.7,0,30.48,61,-3,0.5,47,4,1
7.7,0,20,59.34,911,111,20,43,5,0
7,2.3,15,36.1,187,-187,-6.1,43,5,1
11.3,1.7,102,67.76,570,48,22.2,43,1,0
10.3,35.3,0,50.24,1096,81,-0.2,47,1,1
0,0.7,15,35.33,132,-72,-5.3,45,2,0
0.7,0,0,35.23,79,32,-0.2,45,1,0
8,0,0,159.06,1205,140,-6.7,45,5,0
4.3,0,0,31.19,134,-8,-0.6,47,1,0
11,2,36,66.73,404,56,2.3,41,1,1
33.3,2.7,0,96.23,646,136,1.7,47,3,0
8.7,0,75,56.33,235,-128,-26.3,43,1,1
5,0,0,81.37,400,-72,-3.1,45,1,0
6.3,0,2,62.84,210,-150,-7.9,41,1,1
1.3,0,8,31.56,88,66,5.7,41,1,0
5.3,1,69,67.87,458,168,44.9,45,1,0
29.3,0,1064,362.38,3220,614,181.5,44,5,0
0,0,0,40.34,273,126,1,43,1,0
15.7,0,65,66.34,488,-74,-26.3,47,1,0
9,0,16,107.08,830,107,-43.8,43,1,0
5.7,0,93,66.08,398,-140,-19.8,45,3,0
19,0,106,127.43,1011,36,-12.7,45,1,0
21,3.7,11,69.61,762,126,4.4,43,1,0
14.3,2.7,60,55.02,445,3,3.6,47,5,0
5,0.3,0,50.74,405,-133,1.2,43,1,0
2,0,0,38.24,331,269,0,45,1,0
0.7,0,0,23.3,19,4,4.3,41,1,0
7.7,1.7,47,69.14,436,210,-13,43,1,0
6,0,48,59.93,757,114,1.7,45,1,0
5,0.3,30,37.35,124,-104,-12.1,40,4,0
0.7,0,0,19.99,3,-3,0,46,3,0
14,0,81,137.76,2466,-934,-36.6,42,2,0
0.7,0,0,33.73,42,-9,-0.5,42,1,1
6.7,2,8,59.37,694,270,-15.4,44,4,0
12.3,0.3,0,50.49,219,-11,0.5,42,1,1
6.7,2,0,55.29,400,-3,-3.1,46,4,0
7.3,3.7,0,50.68,360,-64,-0.3,44,3,1
1.7,0,0,22.7,109,22,-22.7,42,1,0
0.7,0,4,28.66,33,-25,-8.7,40,1,0
8.7,1.3,178,63.21,372,-85,-13,40,5,0
16,0,36,36.69,289,-65,-36.7,44,1,0
40,19.7,48,78.68,1885,334,1.6,40,5,0
4.7,10.7,16,94.44,1148,416,12.8,42,4,0
0.7,0,0,30.45,27,-22,-0.5,40,3,0
9,0.7,18,86.66,1254,-336,-27,46,1,0
8.3,2,69,63.46,650,16,22.4,40,1,0
1.3,0,24,45.88,346,130,-5.9,46,1,0
8,0,20,63.19,290,-113,-4.2,40,3,0
0.3,0,0,9.5,370,96,0,44,3,0
3.7,0,68,54.22,282,314,71.6,40,6,0
11.3,0,0,76.78,717,-86,0.2,42,4,0
24.7,0,22,56.65,525,-61,-6.7,44,1,0
0.7,0,0,54.74,44,24,-24.8,42,1,0
0,0,0,16.99,0,0,0,42,3,1
0.7,0,0,58.48,90,-30,-0.2,42,1,1
8.7,4,142,90.72,641,7,-5.1,40,1,0
3,1.3,29,42.01,204,60,9.6,40,1,1
9,0,0,38.7,196,98,-0.5,44,1,1
7,3.3,156,97.67,357,-103,-57.7,40,6,0
